id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,house_age,distance_city_center,degree,avg_neighbor_price,avg_neighbor_distance,neighbor_price_std,clustering_coefficient
114101516,20140528T000000,310000.0,3,1.0,1430,19901,1.5,0,0,4,7,1430,0,1927,0,98028,47.7558,-122.229,1780,12697,88,18.33816188224063,5,410680.0,0.0017541954837921778,128137.47305140678,1.0
6054650070,20141007T000000,400000.0,3,1.75,1370,9680,1.0,0,0,4,7,1370,0,1977,0,98074,47.6127,-122.045,1370,10208,38,21.534703838609914,7,606285.7142857143,0.0027735957664318856,156211.0903934313,0.6190476190476191
1175000570,20150312T000000,530000.0,5,2.0,1810,4850,1.5,0,0,3,7,1810,0,1900,0,98107,47.67,-122.394,1360,4850,115,8.47570333296511,5,574000.0,0.001478093739321658,227441.20119274783,0.4
9297300055,20150124T000000,650000.0,4,3.0,2950,5000,2.0,0,3,3,9,1980,970,1979,0,98126,47.5714,-122.375,2140,4000,36,5.032356831024947,7,591492.8571428572,0.00101355155417153,90202.22848582802,0.42857142857142855
1875500060,20140731T000000,395000.0,3,2.0,1890,14040,2.0,0,0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018,21,30.831788215306464,5,446600.0,0.003339819923416333,89010.11178512248,0.4
6865200140,20140529T000000,485000.0,4,1.0,1600,4300,1.5,0,0,4,7,1600,0,1916,0,98103,47.6648,-122.343,1610,4300,99,6.567006724659136,5,616200.0,0.0023771127876431523,110746.106026352,0.5
16000397,20141205T000000,189000.0,2,1.0,1200,9850,1.0,0,0,4,7,1200,0,1921,0,98002,47.3089,-122.21,1060,5095,94,34.30913132708103,9,247133.33333333334,0.001604621113469529,40400.154702674095,0.5
7983200060,20150424T000000,230000.0,3,1.0,1250,9774,1.0,0,0,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,46,30.297481248802423,8,214620.625,0.001265197450436972,34569.359516929355,0.5
6300500875,20140514T000000,385000.0,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.341,1400,4980,68,10.728801195846218,5,356790.0,0.001934830402877848,37331.226875097476,0.6
7137970340,20140703T000000,285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,20,33.42016200363767,5,321489.6,0.001902283094019504,28134.40047877331,0.4
8091400200,20140516T000000,252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,30,30.767126182256717,5,315300.0,0.0023475631729500627,59428.10782786206,0.9
3814700200,20141120T000000,329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,30,28.49426428478462,5,282800.0,0.0031019170118812274,23815.961034566713,0.7
1202000200,20141103T000000,233000.0,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,74,34.59467758799816,6,200950.0,0.0014531367803522867,69176.51335532892,0.3333333333333333
1794500383,20140626T000000,937000.0,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,100,4.165563262303078,5,830900.0,0.0016694943495853796,108871.71349804319,0.5
3303700376,20141201T000000,667000.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,106,2.228586995223921,5,735100.0,0.002692094503506476,141328.6948924386,0.2
5101402488,20140624T000000,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,67,10.09596543168844,7,453500.0,0.0007409975124227447,179804.75522076717,0.7619047619047619
1873100390,20150302T000000,719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,10,20.077179131290844,5,771400.0,0.0017363590463803237,44156.53971950248,0.4
8562750320,20141110T000000,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,12,21.03029766924317,6,671500.0,0.0008628427124723137,113870.10143141175,0.8666666666666667
2426039314,20141201T000000,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,10,13.605201690205837,5,380540.0,0.001427713283387761,131308.66022467826,1.0
461000390,20140624T000000,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,86,8.879051927491092,5,618710.4,0.002008535651814417,130635.28444030732,0.2
7589200193,20141110T000000,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,86,9.741191420178763,7,550850.0,0.0005990133900376568,39699.80058724057,0.7619047619047619
7955080270,20141203T000000,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,34,23.81825448437282,5,289510.0,0.0026415805382584484,85504.1841081476,0.5
9547205180,20140613T000000,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,85,8.666033942944539,7,640500.0,0.0009882111079232475,92662.91958850998,0.38095238095238093
9435300030,20140528T000000,550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,82,16.230867154949745,5,507967.6,0.002229338984470958,150401.68466077765,0.4
2768000400,20141230T000000,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,111,7.460755353606466,5,521990.0,0.0011714553709591693,38324.933137580294,0.8
7895500070,20150213T000000,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,46,30.48958541641845,8,231918.5,0.0018179414388599824,39813.28558946839,0.6071428571428571
2078500320,20140620T000000,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,19,14.206363540213868,5,650999.0,0.0024757446061961065,112158.71568897355,0.5
5547700270,20140715T000000,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,15,22.89016686514036,5,679500.0,0.003513025410027044,200136.20362143376,0.7
7766200013,20140811T000000,775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,31,17.959502601695302,5,555490.0,0.0034828133979819182,111249.21572757266,0.4
7203220400,20140707T000000,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,1,25.24161217211772,9,936628.8888888889,0.00026000000000152567,79142.57726477645,0.6666666666666666
9270200160,20141028T000000,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,93,4.576965467520074,5,738000.0,0.0027010352688428326,160293.87074994476,0.3
1432701230,20140729T000000,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,56,21.13353209177105,7,230424.2857142857,0.0014229791493078935,41271.501005392274,0.7142857142857143
8035350320,20140718T000000,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,12,30.702744748933704,8,517537.5,0.00102421272246551,214770.43516608278,0.6071428571428571
8945200830,20150325T000000,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,49,33.44213299802523,7,214671.42857142858,0.00089260544862447,28919.310981056373,0.5714285714285714
4178300310,20140716T000000,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,34,13.654489508825431,9,695955.7777777778,0.0015758761230298772,202057.83936832158,0.5277777777777778
9215400105,20150428T000000,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,62,8.487759517256832,7,515857.14285714284,0.0011461372166572442,177340.00166481387,0.47619047619047616
5245600105,20140916T000000,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,60,20.073900050959853,5,233000.0,0.0021595414493220935,69911.55126300661,0.6
7231300125,20150217T000000,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,49,16.512550826320137,7,303115.28571428574,0.001758093931186655,117383.77887186156,0.38095238095238093
7518505990,20141231T000000,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,65,9.161182089646983,6,651833.3333333334,0.0009666847412989465,161504.69549417647,0.5333333333333333
3626039271,20150205T000000,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,34,10.671902407556654,6,530750.0,0.0017519046177565615,201435.28737537522,0.26666666666666666
4217401195,20150303T000000,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,88,6.833421619770134,7,931748.7142857143,0.002687686761744504,82084.53170302405,0.6190476190476191
9822700295,20140512T000000,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,20,6.733603975198377,7,689916.6666666666,0.0017878807715295433,140617.35905167137,0.9
9478500640,20140819T000000,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,7,31.30766819840886,7,294271.4285714286,0.0008927757803920621,39059.76038011986,0.7142857142857143
2799800710,20150407T000000,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,12,30.9972300587798,6,334000.0,0.002448180671250996,70673.8990009749,0.4666666666666667
7922800400,20140827T000000,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,47,16.32974236269915,5,753550.0,0.00157117437604615,209881.54397183188,0.8
8079040320,20150223T000000,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,24,17.696848562175237,7,540000.0,0.0010170962269006318,245916.48311300052,0.7619047619047619
1516000055,20141210T000000,650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,56,19.19923742858596,5,524100.0,0.001974764850081997,107726.15745490971,0.7
9558200045,20140828T000000,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,61,18.859916809123547,7,252285.7142857143,0.0013202179801804553,36201.81526624637,0.6666666666666666
5072410070,20141021T000000,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,42,18.191209092585517,7,590707.1428571428,0.0016139331900643945,99463.14404747884,0.5238095238095238
9528102996,20141207T000000,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,1,7.869392290529041,6,597900.0,0.0013029846400051987,169674.39406109572,0.5333333333333333
1189001180,20140603T000000,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,36,2.6917384144257506,5,561100.0,0.0010090724809413646,121150.93891505753,0.5
3253500160,20141120T000000,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,90,4.087686167835609,9,434977.77777777775,0.001146730445836869,82224.71918130487,0.5277777777777778
3394100030,20140909T000000,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,26,10.858867233013555,6,904000.0,0.0013319803645799066,207937.4906071534,0.6
3717000160,20141009T000000,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,10,30.37382784729899,8,316668.75,0.0011522230051728346,57895.823544782324,0.7142857142857143
1274500060,20140825T000000,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,47,31.86327656713858,8,249831.25,0.00166750592221388,82184.34391006947,0.6785714285714286
1525059190,20140912T000000,1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,42,13.88627453341826,6,888000.0,0.004173262622982003,71972.21686178632,0.6666666666666666
1049000060,20150105T000000,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,43,18.449171812367613,5,329210.0,0.0017355684554581446,167633.59746781073,0.6
8820901275,20140610T000000,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,99,12.753537390432037,5,486380.0,0.002398402174490141,137472.25447340275,0.4
5416510140,20140710T000000,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,10,35.20911300530126,9,338675.0,0.0009409759858599317,36452.924632815324,0.47619047619047616
3444100400,20150316T000000,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,50,34.406084244461226,5,296760.0,0.007807241120568657,46654.9220340148,0.2
3276920270,20141105T000000,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,29,26.01534042532388,5,680490.0,0.004852083813312208,88569.25538808599,0.8
4036801170,20141013T000000,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,59,15.529843795013576,5,467200.0,0.0015130199339227859,90524.58229674412,0.6
2391600320,20150420T000000,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,74,6.632603409386118,8,492631.875,0.0007246043101729438,139130.9013107928,0.5357142857142857
6300000287,20140609T000000,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,59,11.257367575334058,6,466650.5,0.0016214143856226992,153342.26410712735,0.5333333333333333
1531000030,20150323T000000,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,13,37.36034780593175,5,469080.0,0.0033243627875315734,125604.56599980751,0.7
5104520400,20141202T000000,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,12,37.379762094491504,5,376480.0,0.0017147665073670606,39334.47279422975,0.8
7437100340,20141222T000000,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,23,36.46898029080617,8,338518.75,0.001693439225023656,66082.40492802474,0.5
9418400240,20141028T000000,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,67,7.228677023813701,5,309100.0,0.002937363657409645,69800.07163320106,0.3
1523059105,20150128T000000,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,51,19.554620820064773,5,507740.0,0.0024915476091287537,174357.07040438594,0.5
1133000671,20140602T000000,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,63,13.467697481397025,6,360033.3333333333,0.0012379254176739835,47186.986200293264,0.6
4232902595,20141114T000000,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,90,3.928233361363686,5,714790.0,0.002458347510467717,202701.00024420206,0.4
2599001200,20141103T000000,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,54,36.67388950181453,6,217691.66666666666,0.0020765504786996103,37353.63993865479,0.6666666666666666
3342103156,20140618T000000,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,9,13.628290204534023,7,467928.5714285714,0.0012448199740757657,152609.09446781248,0.6190476190476191
1332700270,20140519T000000,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,36,14.267372701079116,6,360166.6666666667,0.0014492506216297184,84976.27119770946,0.8
3869900162,20140904T000000,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,9,8.49320031264798,8,422300.0,0.000539999999999452,89494.95995385917,0.5357142857142857
2791500270,20140522T000000,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,27,35.3208564017583,6,234066.66666666666,0.0020280583418490713,34445.69155448424,0.5333333333333333
5036300431,20150311T000000,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,14,6.6224401152025,6,819508.3333333334,0.001103840224894092,127994.64995329558,0.7333333333333333
4168000060,20150226T000000,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,53,31.63352024829185,6,217991.66666666666,0.0017127567760703778,10870.161758992672,0.8
6021501535,20140725T000000,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,76,9.850162032574737,5,581000.0,0.0010014854088678915,189280.21555355436,0.7
6021501535,20141223T000000,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,76,9.850162032574737,8,558000.0,0.0010014854088678915,164573.1853411525,0.6666666666666666
1483300570,20140908T000000,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,69,6.576000688927909,7,708892.8571428572,0.0015444646136780205,146095.27835335015,0.7142857142857143
3422049190,20150330T000000,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,48,27.95145150415412,5,265900.0,0.003506983412515618,50860.59378339974,0.6
1099611230,20140912T000000,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,40,33.82409970671498,5,220000.0,0.0016986342439882375,51841.1033833193,0.6
722079104,20140711T000000,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,35,35.51238099433078,6,476250.0,0.008154794237572507,147984.3741751135,0.6
7338200240,20140516T000000,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,23,48.34826810696203,6,532916.6666666666,0.0031346478459760158,97908.33297869323,0.7333333333333333
1952200240,20140611T000000,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,105,4.129095748598122,5,892100.0,0.002170103189086065,215179.1114397492,0.8
5200100125,20141027T000000,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,86,8.473018821613701,7,614635.7142857143,0.0006990133900367133,134505.15700858744,0.5238095238095238
7214720075,20141212T000000,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,32,26.46664114069788,5,601590.0,0.0027772909546578545,44430.73823379486,0.7
2450000295,20141007T000000,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,65,10.571845737357537,6,820416.6666666666,0.0011600095592202403,228645.66837503543,0.8
6197800045,20140924T000000,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,61,21.80733698668187,6,239190.5,0.003413617500314102,108548.36683018312,0.3333333333333333
1328310370,20150402T000000,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,37,23.503329858633663,6,354983.3333333333,0.001157030253178434,44511.80367797588,0.6666666666666666
546000875,20140523T000000,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,76,9.75726185092507,7,626128.5714285715,0.0008079215610841187,167631.58726093077,0.5714285714285714
3530510041,20140723T000000,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,30,25.01924901677884,8,283775.0,0.0016192635128268154,100577.85541559335,0.5
1853000400,20150305T000000,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,24,23.26919201448657,5,739000.0,0.003806581889633709,208398.65642561135,0.9
3134100116,20140827T000000,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,73,17.179800217415572,5,666800.0,0.0022425064902132493,109412.97912039503,0.5
9545230140,20140725T000000,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,31,22.24606854617005,5,648400.0,0.002414708216366887,109568.6999101477,1.0
3362400511,20150304T000000,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,110,8.556124446388196,5,591600.0,0.0010217052710395963,187070.3076385988,0.8
2525310310,20140916T000000,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,35,35.310759839943145,6,292604.1666666667,0.0013296649337604892,79526.50252693542,0.7333333333333333
6126500060,20141124T000000,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,44,7.105891753980276,6,308833.3333333333,0.002197846656437684,34936.60926115565,0.4
8961960160,20141028T000000,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,14,32.56060790206902,7,424642.85714285716,0.003686044981597445,65628.19153237062,0.6666666666666666
3626039325,20141121T000000,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,115,10.566702517971784,6,461666.6666666667,0.0011481776428972595,181612.40779932044,0.5333333333333333
3362400431,20140626T000000,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,5,8.54626391548234,8,605687.5,0.0007252102348836293,123103.5967618911,0.5714285714285714
4060000240,20140623T000000,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,70,13.301482642156284,5,284796.0,0.0016879235143257027,55191.01448605561,0.7
3454800060,20150108T000000,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,65,12.39204290335163,8,254934.375,0.001865300870339952,51364.337505809555,0.42857142857142855
1695900060,20150511T000000,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,90,3.56647940483243,5,581200.4,0.0012843251804531067,209615.4736673798,0.7
7278700070,20150102T000000,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,51,18.959301885692906,8,724218.75,0.0016464761515857969,154114.6047067849,0.4642857142857143
6675500070,20141119T000000,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,28,15.77871843529189,5,370200.0,0.0011259173544884012,69229.32904484919,0.6
3626039187,20150406T000000,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,62,10.689437268039727,8,397643.75,0.001445319661958035,93053.53082078233,0.42857142857142855
3524049083,20141104T000000,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,91,9.827218422887077,5,356900.0,0.0017599769423322386,90512.70629033251,0.6
3275860240,20140618T000000,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,25,19.842760163328645,7,715850.0,0.0017761400929484541,57635.53591318467,0.8
4058801670,20140717T000000,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,48,12.660213657589564,7,450400.0,0.0016526034456667486,180040.1714433013,0.42857142857142855
